Sr. No.,Company name,ISIN,BSE Symbol,BSE 6 month Avg Total Market Cap in (Rs. Crs.),NSE Symbol,NSE 6 month Avg Total Market Cap (Rs. Crs.),MSEI Symbol,MSEI 6 month Avg Total Market Cap in (Rs Crs.),Average of All Exchanges (Rs. Cr.),"Categorization as per SEBI Circular dated Oct 6, 2017"
209,CRISIL LTD.,INE007A01025,CRISIL,29337.62,CRISIL,29344.6416,,,29341.1308,Mid Cap
210,DEEPAK NITRITE LIMITED,INE288B01029,DEEPAKNI,29015.42,DEEPAKNTR,29020.2318,,,29017.8259,Mid Cap
211,LLOYDS METALS AND ENERGY LIMITED,INE281B01032,LLOYDSME,28313.88,LLOYDSME,28744.049,,,28528.9645,Mid Cap
212,ZF COMMERCIAL VEHICLE CONTROL SYSTEMS INDIA LIMITED,INE342J01019,ZFCVINDIA,27896.37,ZFCVINDIA,27918.8267,,,27907.59835,Mid Cap
213,"VOLTAS LTD.,",INE226A01021,VOLTAS,27740.75,VOLTAS,27744.7655,,,27742.75775,Mid Cap
214,SJVN LIMITED,INE002L01015,SJVN,27220.58,SJVN,27216.6839,,,27218.63195,Mid Cap
215,MOTHERSON SUMI WIRING INDIA LIMITED,INE0FS801015,MSUMI,26965.69,MSUMI,26966.7974,,,26966.2437, Mid Cap
216,PUNJAB & SIND BANK,INE608A01012,PSB,26707.65,PSB,26708.8514,,,26708.2507,Mid Cap
217,KALYAN JEWELLERS INDIA LIMITED,INE303R01014,KALYANKJIL,26221.04,KALYANKJIL,26220.4574,,,26220.7487,Mid Cap
218,"SUNDRAM FASTENERS LTD.,",INE387A01021,SUNDRMFAST,26212.49,SUNDRMFAST,26223.7156,,,26218.1028,Mid Cap
219,KANSAI NEROLAC PAINTS,INE531A01024,KANSAINER,26077.91,KANSAINER,26089.3753,,,26083.64265,Mid Cap
220,FORTIS HEALTHCARE LTD,INE061F01013,FORTIS,26039.21,FORTIS,26045.5082,,,26042.3591,Mid Cap
221,J.K. CEMENT LTD,INE823G01014,JKCEMENT,25942.1,JKCEMENT,25955.1408,,,25948.6204,Mid Cap
222, GLAND PHARMA LIMITED,INE068V01023,GLAND,25906.79,GLAND,25910.8813,,,25908.83565,Mid Cap
223,APOLLO TYRES LTD,INE438A01022,APOLLOTYRE,25860.7,APOLLOTYRE,25861.9507,,,25861.32535,Mid Cap
224,TATA CHEMICALS LTD,INE092A01019,TATACHEM,25783.6,TATACHEM,25785.9271,,,25784.76355,Mid Cap
225,GLAXOSMITHKLINE PHARMACEUTICALS LTD.,INE159A01016,GLAXO,25687.94,GLAXO,25691.5043,,,25689.72215,Mid Cap
226,K.P.R. MILL LTD.,INE930H01031,KPRMILL,25572.5,KPRMILL,25578.6583,,,25575.57915,Mid Cap
227,THE NEW INDIA ASSURANCE COMPANY LIMITED,INE470Y01017,NIACL,24909.65,NIACL,24910.3839,,,24910.01695,Mid Cap
228,LIC HOUSING FINANCE LTD.,INE115A01026,LICHSGFIN,24840.91,LICHSGFIN,24845.4807,,,24843.19535,Mid Cap
229,SKF INDIA LTD.,INE640A01023,SKFINDIA,24677.56,SKFINDIA,24682.834,,,24680.197,Mid Cap
230,HATSUN AGRO PRODUCTS LTD.,INE473B01035,HATSUN,24566.94,HATSUN,24576.0679,,,24571.50395,Mid Cap
231,ZEE ENTERTAINMENT ENTERPRISES LTD.,INE256A01028,ZEEL,24387.63,ZEEL,24391.5773,,,24389.60365,Mid Cap
232,INDIAN RENEWABLE ENERGY DEVELOPMENT AGENCY LIMITED,INE202E01016,IREDA,24337.1,IREDA,24337.0986,,,24337.0993,Mid Cap
233,IPCA LABORATORIES LTD.,INE571A01038,IPCALAB,24041.25,IPCALAB,24051.1087,,,24046.17935,Mid Cap
234,GRINDWELL NORTON LTD.,INE536A01023,GRINDWELL,24019.23,GRINDWELL,24023.597,,,24021.4135,Mid Cap
235,SUN TV NETWORK LIMITED,INE424H01027,SUNTV,23884.77,SUNTV,23887.8842,,,23886.3271,Mid Cap
236,TIMKEN INDIA LTD,INE325A01013,TIMKEN,23732.22,TIMKEN,23739.4692,,,23735.8446,Mid Cap
237,KEI INDUSTRIES LTD.,INE878B01027,KEI,23725.13,KEI,23722.5434,,,23723.8367,Mid Cap
238,PIRAMAL ENTERPRISES LIMITED,INE140A01024,PEL,23819.37,PEL,23343.9296,,,23581.6498,Mid Cap
239,CREDITACCESS GRAMEEN LTD.,INE741K01010,CREDITACC,23553.42,CREDITACC,23543.541,,,23548.4805,Mid Cap
240,DEVYANI INTERNATIONAL LIMITED,INE872J01023,DEVYANI,23545.14,DEVYANI,23547.6043,,,23546.37215,Mid Cap
241,ENDURANCE TECHNOLOGIES LIMITED,INE913H01037,ENDURANCE,23229.74,ENDURANCE,23238.807,,,23234.2735,Mid Cap
242,BAYER CROPSCIENCE LIMITED.,INE462A01022,BAYERCROP,22770.17,,,,,22770.17,Mid Cap
243,RELAXO FOOTWEARS LTD.,INE131B01039,RELAXO,22749,RELAXO,22768.7562,,,22758.8781,Mid Cap
244,IIFL FINANCE LIMITED ,INE530B01024,IIFL,22754.2,IIFL,22745.9768,,,22750.0884,Mid Cap
245,"EXIDE INDUSTRIES LTD.,",INE302A01020,EXIDEIND,22748.54,EXIDEIND,22750.6956,,,22749.6178,Mid Cap
246,NIPPON LIFE INDIA ASSET MANAGEMENT LIMITED,INE298J01013,NAM-INDIA,22382.01,NAM-INDIA,22373.7097,,,22377.85985,Mid Cap
247,AJANTA PHARMA LTD.,INE031B01049,AJANTPHARM,22064.99,AJANTPHARM,22458.6968,,,22261.8434,Mid Cap
248,THE RAMCO CEMENTS LIMITED,INE331A01037,RAMCOCEM,22247.7,RAMCOCEM,22253.5876,,,22250.6438,Mid Cap
249,NARAYANA HRUDAYALAYA LIMITED,INE410P01011,NH,22015.16,NH,22011.3726,,,22013.2663,Mid Cap
250,GLENMARK PHARMACEUTICALS LTD,INE935A01035,GLENMARK,21993.47,GLENMARK,21994.5413,,,21994.00565,Mid Cap
251,EMAMI LTD,INE548C01032,EMAMILTD,22127.05,EMAMILTD,21824.8576,,,21975.9538,Small Cap
252,"CARBORUNDUM UNIVERSAL LTD.,",INE120A01034,CARBORUNIV,21929.87,CARBORUNIV,21934.6844,,,21932.2772,Small Cap
253,J.B. CHEMICALS & PHARMACEUTICALS LT,INE572A01036,JBCHEPHARM,21608.24,JBCHEPHARM,21603.8975,,,21606.06875,Small Cap
254,KAJARIA CERAMICS LTD,INE217B01036,KAJARIACER,21552.52,KAJARIACER,21554.7238,,,21553.6219,Small Cap
255,FIVE-STAR BUSINESS FINANCE LTD.,INE128S01021,FIVESTAR,21350.21,FIVESTAR,21340.2223,,,21345.21615,Small Cap
256,BATA INDIA LIMITED,INE176A01028,BATAINDIA,21211.97,BATAINDIA,21214.1027,,,21213.03635,Small Cap
257,BHARAT DYNAMICS LIMITED,INE171Z01018,BDL,21145.7,BDL,21145.9634,,,21145.8317,Small Cap
258,ICICI SECURITIES LIMITED,INE763G01038,ISEC,20921.34,ISEC,20925.6096,,,20923.4748,Small Cap
259,GLOBAL HEALTH LIMITED,INE474Q01031,MEDANTA,20883,MEDANTA,20880.7091,,,20881.85455,Small Cap
260,ADITYA BIRLA FASHION AND RETAIL LIMITED,INE647O01011,ABFRL,20869.79,ABFRL,20869.2437,,,20869.51685,Small Cap
261,LAURUS LABS LIMITED,INE947Q01028,LAURUSLABS,20565.57,LAURUSLABS,20570.9268,,,20568.2484,Small Cap
262,SUMITOMO CHEMICAL INDIA LIMITED,INE258G01013,SUMICHEM,20546.13,SUMICHEM,20552.4263,,,20549.27815,Small Cap
263,DR. LAL PATHLABS LIMITED,INE600L01024,LALPATHLAB,20359.16,LALPATHLAB,20359.4492,,,20359.3046,Small Cap
264,NAVIN FLUORINE INTERNATIONAL LIMITED,INE048G01026,NAVINFLUOR,20244.25,NAVINFLUOR,20237.2299,,,20240.73995,Small Cap
265,"ATUL LIMITED.,",INE100A01010,ATUL,20249.29,ATUL,20202.2676,,,20225.7788,Small Cap
266,RATNAMANI METALS & TUBES LTD,INE703B01027,RATNAMANI,20141.22,RATNAMANI,20150.1697,,,20145.69485,Small Cap
267,NLC INDIA LIMITED,INE589A01014,NLCINDIA,20079.06,NLCINDIA,20081.5733,,,20080.31665,Small Cap
268,BSE LTD.,INE118H01025,,,BSE,20017.6279,,,20017.6279,Small Cap
269,GODREJ INDUSTRIES LTD.,INE233A01035,GODREJIND,19792.32,GODREJIND,19795.435,,,19793.8775,Small Cap
270,WHIRLPOOL OF INDIA LTD,INE716A01013,WHIRLPOOL,19543.95,WHIRLPOOL,19559.2519,,,19551.60095,Small Cap
271,CHOLAMANDALAM FINANCIAL HOLDINGS LIMITED,INE149A01033,CHOLAHLDNG,19427.25,CHOLAHLDNG,19436.7921,,,19432.02105,Small Cap
272,GILLETTE INDIA LTD.,INE322A01010,GILLETTE,19422.91,GILLETTE,19427.2893,,,19425.09965,Small Cap
273,IRB INFRASTRUCTURE DEVELOPERS LIMITED,INE821I01022,IRB,19372.92,IRB,19372.0406,,,19372.4803,Small Cap
274,360 ONE WAM LIMITED,INE466L01038,360ONE,19343.53,360ONE,19344.3063,,,19343.91815,Small Cap
275,IDFC LIMITED,INE043D01016,IDFC,19291.68,IDFC,19293.7478,,,19292.7139,Small Cap
276,ITI LIMITED (INDIAN TELEPH.IND.LTD),INE248A01017,ITI,19247.26,ITI,19249.6263,,,19248.44315,Small Cap
277,CYIENT LIMITED,INE136B01020,CYIENT,19020.59,CYIENT,19021.156,,,19020.873,Small Cap
278,CROMPTON GREAVES CONSUMER ELECTRICALS LIMITED,INE299U01018,CROMPTON,18865.38,CROMPTON,18865.6083,,,18865.49415,Small Cap
279,HITACHI ENERGY INDIA LIMITED,INE07Y701011,POWERINDIA,18794.14,POWERINDIA,18803.2077,,,18798.67385,Small Cap
280,APAR INDUSTRIES LTD,INE372A01015,APARINDS,18850.76,APARINDS,18705.6299,,,18778.19495,Small Cap
281,ANGEL ONE LIMITED,INE732I01013,ANGELONE,18688.8,ANGELONE,18682.0414,,,18685.4207,Small Cap
282,CIE AUTOMOTIVE INDIA LIMITED,INE536H01010,CIEINDIA,18559.89,CIEINDIA,18562.8589,,,18561.37445,Small Cap
283,"VINATI ORGANICS LTD.,",INE410B01037,VINATIORGA,18497.96,VINATIORGA,18499.3433,,,18498.65165,Small Cap
284,TRIDENT LTD,INE064C01022,TRIDENT,18268.3,TRIDENT,18266.7408,,,18267.5204,Small Cap
285,PNB HOUSING FINANCE LIMITED,INE572E01012,PNBHOUSING,18248.19,PNBHOUSING,18250.6686,,,18249.4293,Small Cap
286,AARTI INDUSTRIES LTD,INE769A01020,AARTIIND,18212.28,AARTIIND,18215.1554,,,18213.7177,Small Cap
287,RADICO KHAITAN LTD.,INE944F01028,RADICO,18166.23,RADICO,18168.3266,,,18167.2783,Small Cap
288,"PFIZER LTD.,",INE182A01018,PFIZER,18053.79,PFIZER,18063.0437,,,18058.41685,Small Cap
289,MANGALORE REFINERY & PETROCHEMICALS,INE103A01014,MRPL,17787.8,MRPL,17790.8563,,,17789.32815,Small Cap
290,"NATIONAL ALUMINIUM CO. LTD.,",INE139A01034,NATIONALUM,17525.6,NATIONALUM,17526.3551,,,17525.97755,Small Cap
291,INDIAMART INTERMESH LIMITED,INE933S01016,INDIAMART,17522.79,INDIAMART,17522.3493,,,17522.56965,Small Cap
292,KIOCL LIMITED,INE880L01014,KIOCL,17356.64,KIOCL,17355.8764,KIOCL,17374.7951335848,17362.4371778616,Small Cap
293,TATA TELESERVICES (MAHARASHTRA) LTD.,INE517B01013,TTML,17235.49,TTML,17236.9446,,,17236.2173,Small Cap
294,BLUE STAR LTD,INE472A01039,BLUESTARCO,17242.14,BLUESTARCO,17062.2319,,,17152.18595,Small Cap
295,R R KABEL LIMITED,INE777K01022,RRKABEL,17101.89,RRKABEL,17105.4252,,,17103.6576,Small Cap
296,SANOFI INDIA LTD,INE058A01010,SANOFI,17066.97,SANOFI,17072.7756,,,17069.8728,Small Cap
297,ASTER DM HEALTHCARE LIMITED,INE914M01019,ASTERDM,16892.95,ASTERDM,16897.4996,,,16895.2248,Small Cap
298,CELLO WORLD LIMITED,INE0LMW01024,CELLO,16765.08,CELLO,16768.7929,,,16766.93645,Small Cap
299,"ELGI EQUIPMENTS LTD.,",INE285A01027,ELGIEQUIP,16317.66,ELGIEQUIP,16319.9965,,,16318.82825,Small Cap
300,SONATA SOFTWARE LTD.,INE269A01021,SONATSOFTW,16310.58,SONATSOFTW,16319.8027,,,16315.19135,Small Cap
301,PVR INOX LIMITED,INE191H01014,PVRINOX,16274.3,PVRINOX,16273.9337,,,16274.11685,Small Cap
302,BLUE DART EXPRESS LTD.,INE233B01017,BLUEDART,16177.59,BLUEDART,16186.325,,,16181.9575,Small Cap
303,KEC INTERNATIONAL LTD.,INE389H01022,KEC,16141.8,KEC,16143.5117,,,16142.65585,Small Cap
304,GUJARAT STATE PETRONET LTD.,INE246F01010,GSPL,15995.3,GSPL,15998.3956,,,15996.8478,Small Cap
305,JBM AUTO LIMITED,INE927D01044,JBMA,15985.48,JBMA,15987.4463,,,15986.46315,Small Cap
306,CAPRI GLOBAL CAPITAL LIMITED,INE180C01026,CGCL,15963.37,CGCL,15957.4615,,,15960.41575,Small Cap
307,HOUSING &URBAN DEVELOPMENT CORPORATION LTD.,INE031A01017,HUDCO,15784.27,HUDCO,15784.3357,,,15784.30285,Small Cap
308,"TATA INVESTMENT CORPORATION LTD.,",INE672A01018,TATAINVEST,15606.98,TATAINVEST,15607.7634,,,15607.3717,Small Cap
309,"FINOLEX CABLES LTD.,",INE235A01022,FINCABLES,15427.42,FINCABLES,15429.2612,,,15428.3406,Small Cap
310,KRISHNA INSTITUTE OF MEDICAL SCIENCES LIMITED,INE967H01017,KIMS,15425.85,KIMS,15430.1608,,,15428.0054,Small Cap
311,BRIGADE ENTERPRISES LIMITED,INE791I01019,BRIGADE,15129.43,BRIGADE,15131.7302,,,15130.5801,Small Cap
312,HINDUSTAN COPPER LTD.,INE531E01026,HINDCOPPER,15126.79,HINDCOPPER,15127.0242,,,15126.9071,Small Cap
313,CENTRAL DEPOSITORY SERVICES (INDIA) LTD.,INE736A01011,,,CDSL,14978.1451,,,14978.1451,Small Cap
314,DCM SHRIRAM LIMITED,INE499A01024,DCMSHRIRAM,14873.43,DCMSHRIRAM,14882.0072,,,14877.7186,Small Cap
315,CENTURY PLYBOARDS (INDIA) LTD.,INE348B01021,CENTURYPLY,14809.65,CENTURYPLY,14811.0638,,,14810.3569,Small Cap
316,CLEAN SCIENCE AND TECHNOLOGY LIMITED,INE227W01023,CLEAN,14776.29,CLEAN,14776.2309,,,14776.26045,Small Cap
317,ALEMBIC PHARMACEUTICALS LIMITED,INE901L01018,APLLTD,14719.12,APLLTD,14722.9505,,,14721.03525,Small Cap
318,"LAKSHMI MACHINE WORKS LTD.,",INE269B01029,LAXMIMACH,14685.94,LAXMIMACH,14692.1636,,,14689.0518,Small Cap
319,AFFLE (INDIA) LIMITED,INE00WC01027,AFFLE,14741.03,AFFLE,14618.0312,,,14679.5306,Small Cap
320,NATCO PHARMA LTD.,INE987B01026,NATCOPHARM,14548.02,NATCOPHARM,14695.2248,,,14621.6224,Small Cap
321,RHI MAGNESITA INDIA LIMITED,INE743M01012,RHIM,14571.22,RHIM,14516.6137,,,14543.91685,Small Cap
322,BIRLASOFT LIMITED,INE836A01035,BSOFT,14474.46,BSOFT,14471.1382,,,14472.7991,Small Cap
323,EIH LTD,INE230A01023,EIHOTEL,14342.07,EIHOTEL,14346.1821,,,14344.12605,Small Cap
324,MOTILAL OSWAL FINANCIAL SERVICES LIMITED,INE338I01027,MOTILALOFS,14331.67,MOTILALOFS,14326.3794,,,14329.0247,Small Cap
325,SUVEN PHARMACEUTICALS LIMITED,INE03QK01018,SUVENPHAR,14286.57,SUVENPHAR,14293.8223,,,14290.19615,Small Cap
326,FINE ORGANIC INDUSTRIES LIMITED,INE686Y01026,FINEORG,14226.26,FINEORG,14227.4936,,,14226.8768,Small Cap
327,APTUS VALUE HOUSING FINANCE INDIA LIMITED,INE852O01025,APTUS,14211.98,APTUS,14204.8605,,,14208.42025,Small Cap
328,TEJAS NETWORKS LIMITED,INE010J01012,TEJASNET,14184.07,TEJASNET,14167.407,,,14175.7385,Small Cap
329,RBL BANK LIMITED,INE976G01028,RBLBANK,14121.53,RBLBANK,14104.5621,,,14113.04605,Small Cap
330,CASTROL INDIA LTD,INE172A01027,CASTROLIND,14046.06,CASTROLIND,14047.891,,,14046.9755,Small Cap
331,NMDC STEEL LIMITED,INE0NNS01018,NSLNISP,14002.43,NSLNISP,14000.9694,,,14001.6997,Small Cap
332,WESTLIFE FOODWORLD LIMITED,INE274F01020,WESTLIFE,13974.18,WESTLIFE,13981.9093,,,13978.04465,Small Cap
333,PIRAMAL PHARMA LIMITED,INE0DK501011,PPLPHARMA,13973.91,PPLPHARMA,13978.1599,,,13976.03495,Small Cap
334,TANLA PLATFORMS LIMITED,INE483C01032,TANLA,13927.04,TANLA,13925.1546,,,13926.0973,Small Cap
335,ASAHI INDIA GLASS LTD.,INE439A01020,ASAHIINDIA,13689.09,ASAHIINDIA,13690.4328,,,13689.7614,Small Cap
336,RAJESH EXPORTS LTD.,INE343B01030,RAJESHEXPO,13645.92,RAJESHEXPO,13645.1295,,,13645.52475,Small Cap
337,HAPPIEST MINDS TECHNOLOGIES LIMITED,INE419U01012,HAPPSTMNDS,13541.72,HAPPSTMNDS,13339.8129,,,13440.76645,Small Cap
338,JYOTHY LABS LIMITED,INE668F01031,JYOTHYLAB,13340.94,JYOTHYLAB,13343.5033,,,13342.22165,Small Cap
339,POLY MEDICURE LTD,INE205C01021,POLYMED,13336.48,POLYMED,13339.2773,,,13337.87865,Small Cap
340,FINOLEX INDUSTRIES LTD.,INE183A01024,FINOLEXIND,12914.2,FINPIPE,12915.577,,,12914.8885,Small Cap
341,V-GUARD INDUSTRIES LTD.,INE951I01027,VGUARD,12883.14,VGUARD,12883.3228,,,12883.2314,Small Cap
342,NUVOCO VISTAS CORPORATION LIMITED,INE118D01016,NUVOCO,12815.3,NUVOCO,12815.9149,,,12815.60745,Small Cap
343,REDINGTON LIMITED,INE891D01026,REDINGTON,12742.6,REDINGTON,12744.2826,,,12743.4413,Small Cap
344,KAYNES TECHNOLOGY INDIA LIMITED,INE918Z01012,KAYNES,12719.44,KAYNES,12685.1884,,,12702.3142,Small Cap
345,AETHER INDUSTRIES LIMITED,INE0BWX01014,AETHER,12690.35,AETHER,12690.9116,,,12690.6308,Small Cap
346,COCHIN SHIPYARD LIMITED,INE704P01017,COCHINSHIP,12687.59,COCHINSHIP,12688.5504,,,12688.0702,Small Cap
347,TRIVENI TURBINE LIMITED,INE152M01016,TRITURBINE,12680.21,TRITURBINE,12680.8407,,,12680.52535,Small Cap
348,WELSPUN LIVING LIMITED,INE192B01031,WELSPUNLIV,12620.85,WELSPUNLIV,12683.0442,,,12651.9471,Small Cap
349,IRCON INTERNATIONAL LTD,INE962Y01021,IRCON,12484.82,IRCON,12486.1808,,,12485.5004,Small Cap
350,HONASA CONSUMER LIMITED,INE0J5401028,HONASA,12471.6,HONASA,12478.1191,,,12474.85955,Small Cap
351,AAVAS FINANCIERS LIMITED,INE216P01012,AAVAS,12439.99,AAVAS,12437.9777,,,12438.98385,Small Cap
352,"BAJAJ ELECTRICALS LTD.,",INE193E01025,BAJAJELEC,12749.14,BAJAJELEC,11945.8322,,,12347.4861,Small Cap
353,MANAPPURAM FINANCE LIMITED,INE522D01027,MANAPPURAM,12334.65,MANAPPURAM,12335.5517,,,12335.10085,Small Cap
354,BIKAJI FOODS INTERNATIONAL LIMITED,INE00E101023,BIKAJI,12336.17,BIKAJI,12333.5048,,,12334.8374,Small Cap
355,"CENTURY TEXTILES & INDUSTRIES LTD.,",INE055A01016,CENTURYTEX,12267.82,CENTURYTEX,12270.6487,,,12269.23435,Small Cap
356,ADITYA BIRLA SUN LIFE AMC LIMITED,INE404A01024,ABSLAMC,12258.5,ABSLAMC,12260.3523,,,12259.42615,Small Cap
357,CONCORD BIOTECH LIMITED,INE338H01029,CONCORDBIO,12258.44,CONCORDBIO,12258.99,,,12258.715,Small Cap
358,COMPUTER AGE MANAGEMENT SERVICES LIMITED,INE596I01012,CAMS,12258.82,CAMS,12246.7623,,,12252.79115,Small Cap
359,CHAMBAL FERTILISERS & CHEMICALS LTD,INE085A01013,CHAMBLFERT,12185.65,CHAMBLFERT,12187.9589,,,12186.80445,Small Cap
360,JINDAL SAW LTD.,INE324A01024,JINDALSAW,12174.97,JINDALSAW,12176.7138,,,12175.8419,Small Cap
361,RAYMOND LIMITED,INE301A01014,RAYMOND,12153.66,RAYMOND,12155.2573,,,12154.45865,Small Cap
362,AEGIS LOGISTICS LTD.,INE208C01025,AEGISLOG,12107.22,AEGISCHEM,12106.9807,,,12107.10035,Small Cap
363,"CESC LIMITED,",INE486A01021,CESC,12007.71,CESC,12010.7906,,,12009.2503,Small Cap
364,INDIAN ENERGY EXCHANGE LIMITED,INE022Q01020,IEX,12019.56,IEX,11927.3971,,,11973.47855,Small Cap
365,"ALKYL AMINES CHEMICALS LTD.,",INE150B01039,ALKYLAMINE,11937.27,ALKYLAMINE,11935.1295,,,11936.19975,Small Cap
366,"GREAT EASTERN SHIPPING CO. LTD.,",INE017A01032,GESHIP,11998.87,GESHIP,11656.9732,,,11827.9216,Small Cap
367,AKZO NOBEL INDIA LIMITED,INE133A01011,AKZOINDIA,11800.45,AKZOINDIA,11806.2107,,,11803.33035,Small Cap
368,G R INFRAPROJECTS LIMITED,INE201P01022,GRINFRA,11772.81,GRINFRA,11773.2203,,,11773.01515,Small Cap
369,JUPITER WAGONS LIMITED,INE209L01016,JWL,11780.57,JWL,11727.9485,,,11754.25925,Small Cap
370,SHEELA FOAM LIMITED,INE916U01025,SFL,11825.76,SFL,11648.4627,,,11737.11135,Small Cap
371,BASF INDIA LTD,INE373A01013,BASF,11726.2,BASF,11730.4538,,,11728.3269,Small Cap
372,TVS HOLDINGS LIMITED,INE105A01035,TVSHLTD,11476.92,TVSHLTD,11951.1869,,,11714.05345,Small Cap
373,ZENSAR TECHNOLOGIES LTD.,INE520A01027,ZENSARTECH,11572.49,ZENSARTECH,11574.927,,,11573.7085,Small Cap
374,SHYAM METALICS AND ENERGY LIMITED,INE810G01011,SHYAMMETL,11529.68,SHYAMMETL,11532.2905,,,11530.98525,Small Cap
375,DATA PATTERNS (INDIA) LIMITED,INE0IX101010,DATAPATTNS ,11422.67,DATAPATTNS,11423.9871,,,11423.32855,Small Cap
376,ERIS LIFESCIENCES LIMITED,INE406M01024,ERIS,11417.73,ERIS,11423.8831,,,11420.80655,Small Cap
377,AMARA RAJA ENERGY & MOBILITY LIMITED,INE885A01032,ARE&M,11331.82,ARE&M,11332.7413,,,11332.28065,Small Cap
378,RITES LIMITED,INE320J01015,RITES,11319.15,RITES,11319.0231,,,11319.08655,Small Cap
379,CHALET HOTELS LIMITED,INE427F01016,CHALET,11303.25,CHALET,11302.7704,,,11303.0102,Small Cap
380,KARUR VYSYA BANK LTD.,INE036D01028,KARURVYSYA,11120.95,KARURVYSYA,11157.239,,,11139.0945,Small Cap
381,MULTI COMMODITY EXCHANGE OF INDIA LTD,INE745G01035,MCX,11133.68,,,,,11133.68,Small Cap
382,FIRSTSOURCE SOLUTIONS LTD.,INE684F01012,FSL,11121.36,FSL,11125.7442,,,11123.5521,Small Cap
383,ASTRAZENECA PHARMA INDIA LTD.,INE203A01020,ASTRAZEN,11020.71,ASTRAZEN,11027.1371,,,11023.92355,Small Cap
384,VARDHMAN TEXTILES LIMTED,INE825A01020,VTL,10923.19,VTL,10928.2106,,,10925.7003,Small Cap
385,CERA SANITARYWARE LTD.,INE739E01017,CERA,10890.77,CERA,10890.9726,,,10890.8713,Small Cap
386,RAINBOW CHILDREN'S MEDICARE LIMITED,INE961O01016,RAINBOW,10849.97,RAINBOW,10853.117,,,10851.5435,Small Cap
387,TTK PRESTIGE LTD.,INE690A01028,TTKPRESTIG,10792.86,TTKPRESTIG,10795.0866,,,10793.9733,Small Cap
388,BLS INTERNATIONAL SERVICES LTD,INE153T01027,BLS,10753.93,BLS,10753.2261,BLS,10748.1809566766,10751.7790188922,Small Cap
389,NBCC (INDIA) LIMITED,INE095N01031,NBCC,10709.56,NBCC,10709.3468,,,10709.4534,Small Cap
390,WELSPUN CORP LIMITED,INE191B01025,WELCORP,10682.6,WELCORP,10688.3419,,,10685.47095,Small Cap
391,RAMKRISHNA FORGINGS LTD.,INE399G01023,RKFORGE,10729.08,RKFORGE,10621.4767,,,10675.27835,Small Cap
392,"GODFREY PHILLIPS INDIA LTD.,",INE260B01028,GODFRYPHLP,10670.12,GODFRYPHLP,10672.9115,,,10671.51575,Small Cap
393,MAHANAGAR GAS LIMITED,INE002S01010,MGL,10585.59,MGL,10586.2654,,,10585.9277,Small Cap
394,EQUITAS SMALL FINANCE BANK LIMITED,INE063P01018,EQUITASBNK,10464.6,EQUITASBNK,10435.055,,,10449.8275,Small Cap
395,SHREE RENUKA SUGARS LTD.,INE087H01022,RENUKA,10412.42,RENUKA,10412.778,,,10412.599,Small Cap
396,KALPATARU PROJECTS INTERNATIONAL LIMITED,INE220B01022,KPIL,10372.55,KPIL,10374.6956,,,10373.6228,Small Cap
397,ANUPAM RASAYAN INDIA LIMITED,INE930P01018,ANURAS,10281.6,ANURAS,10284.4092,,,10283.0046,Small Cap
398,NUVAMA WEALTH MANAGEMENT LIMITED,INE531F01015,NUVAMA,10272.9754491365,NUVAMA,10266.3254,,,10269.6504245682,Small Cap
399,"CAN FIN HOMES LTD.,",INE477A01020,CANFINHOME,10207.16,CANFINHOME,10208.3791,,,10207.76955,Small Cap
400,UJJIVAN SMALL FINANCE BANK LIMITED,INE551W01018,UJJIVANSFB,10150.79,UJJIVANSFB,10148.7396,,,10149.7648,Small Cap
401,CRAFTSMAN AUTOMATION LIMITED,INE00LO01017,CRAFTSMAN,10107.59,CRAFTSMAN,10107.0181,,,10107.30405,Small Cap
402,CITY UNION BANK LTD,INE491A01021,CUB,10097.97,CUB,10097.5747,,,10097.77235,Small Cap
403,UTI ASSET MANAGEMENT COMPANY LIMITED,INE094J01016,UTIAMC,10067.26,UTIAMC,10065.4645,,,10066.36225,Small Cap
404,EUREKA FORBES LIMITED,INE0KCE01017,EUREKAFORBE,10040.8,,,,,10040.8,Small Cap
405,KSB LIMITED,INE999A01015,KSB,9980.51,KSB,9983.7921,,,9982.15105,Small Cap
406,GUJARAT NARMADA VALLEY FERT.CO.LTD,INE113A01013,GNFC,9968.28,GNFC,9969.6073,,,9968.94365,Small Cap
407,C.E. INFO SYSTEMS LIMITED,INE0BV301023,MAPMYINDIA,9958.43,MAPMYINDIA,9943.5535,,,9950.99175,Small Cap
408,TITAGARH RAIL SYSTEMS LIMITED,INE615H01020,TITAGARH,9978.49,TITAGARH,9909.6033,,,9944.04665,Small Cap
409,HFCL LIMITED,INE548A01028,HFCL,9892.12,HFCL,9841.955,,,9867.0375,Small Cap
410,ZYDUS WELLNESS LIMITED,INE768C01010,ZYDUSWELL,9857.1,ZYDUSWELL,9857.4504,,,9857.2752,Small Cap
411,AUTHUM INVESTMENT & INFRASTRUCTURE LIMITED,INE206F01022,AIIL,9837.54,,,,,9837.54,Small Cap
412,OLECTRA GREENTECH LIMITED,INE260D01016,OLECTRA,9833.26,OLECTRA,9833.5007,,,9833.38035,Small Cap
413,USHA MARTIN LTD.,INE228A01035,USHAMART,9831.93,USHAMART,9833.1202,,,9832.5251,Small Cap
414,HIMADRI SPECIALITY CHEMICAL LTD.,INE019C01026,HSCL,9853.42,HSCL,9807.1568,,,9830.2884,Small Cap
